ref,x1,y1,x2,y2,angCONN,axCONN,axid,axLEN,axref,CONN,segLEN,CH,INT,NC,TD,NACH,NAIN
835,422584.50104,564861.406669,422621.931428,564852.619559,3.1071968,5,816,38.447983,815,5,38.447983,117003,1329.8444,8597,55576.734,1.06813275801045,0.946907730468834
836,422621.931428,564852.619559,422657.160788,564852.702034,4.1527739,6,817,35.229458,816,6,35.229458,117384,1335.802,8597,55328.863,1.06886759705636,0.951149684295924
837,422657.160788,564852.702034,422695.839078,564851.71716,4.0331712,6,818,38.690826,817,6,38.690826,71623,1341.9326,8597,55076.098,1.02406076126917,0.955514710661777
838,422695.839078,564851.71716,422727.044498,564851.373731,4.0257311,6,819,31.20731,818,6,31.20731,57579,1340.4103,8597,55138.648,1.00396330259509,0.954430801652368
839,422727.044498,564851.373731,422755.765825,564851.151509,4.3327599,6,820,28.722187,819,6,28.722187,52747,1343.0327,8597,55030.98,0.99611340252828,0.95629807570426
840,422075.839412,564735.503831,422146.696535,564983.57079,4.3550191,6,821,257.98828,820,6,257.98828,185675,1396.6985,8597,52916.508,1.11540734832755,0.994509007590898
841,422165.09754,565018.745105,422323.174945,565012.415874,4.0127401,5,822,158.20406,821,5,158.20406,65481,1327.9828,8597,55654.645,1.01487656511318,0.945582200908284
842,422323.174945,565012.415874,422425.972448,565012.53754,3.1663105,5,823,102.79758,822,5,102.79758,90573,1336.1687,8597,55313.68,1.04515157877363,0.951410755038554
843,422425.972448,565012.53754,422489.543613,565012.298084,1.9879415,4,824,63.571617,823,4,63.571617,106566,1336.1982,8597,55312.457,1.06004331680414,0.951431790684866
844,422489.543613,565012.298084,422524.580697,565012.172697,1.8217015,4,825,35.037308,824,4,35.037308,127418,1336.2059,8597,55312.141,1.07640777701914,0.951437226048056
845,422524.580697,565012.172697,422539.558212,565012.114082,2.1949439,4,826,14.977631,825,4,14.977631,141553,1336.2021,8597,55312.297,1.08604052549149,0.951434542759732
846,422539.558212,565012.114082,422556.263883,565012.053043,2.8174794,5,827,16.705782,826,5,16.705782,197610,1336.2413,8597,55310.672,1.11659248496914,0.951462494422092
847,422556.263883,565012.053043,422589.700827,565011.931281,4.0258965,6,828,33.437168,827,6,33.437168,225086,1336.2394,8597,55310.754,1.12851332984819,0.95146108389886
848,422589.700827,565011.931281,422619.367849,565011.813091,3.9601994,6,829,29.667257,828,6,29.667257,247148,1336.2399,8597,55310.734,1.13707543231681,0.951461427928531
849,422619.367849,565011.813091,422658.923828,565011.666938,4.0319223,6,830,39.556248,829,6,39.556248,251267,1336.2335,8597,55311,1.13858844099169,0.951456852354257
850,422658.923828,565011.666938,422697.743715,565011.528554,4.0119462,6,831,38.820133,830,6,38.820133,39670,1337.468,8597,55259.945,0.96964409493749,0.952335877325183
851,422697.743715,565011.528554,422727.471864,565011.990058,4.0045323,6,832,29.731731,831,6,29.731731,22764,1335.2024,8597,55353.711,0.918640360469117,0.950722733455108
852,422727.471864,565011.990058,422755.471965,565012.431899,3.9813631,5,833,28.003588,832,5,28.003588,10397,1335.2032,8597,55353.676,0.846891384784181,0.950723334573152
853,422403.551592,565197.333048,422487.322123,565157.622021,2.5596368,3,834,92.706352,833,3,92.706352,13470,1273.442,8597,58038.297,0.866840411618307,0.906748166265776
854,422365.702866,565181.253586,422403.551592,565197.333048,0.96641505,2,835,41.122684,834,2,41.122684,5984,1194.3467,8597,61881.871,0.788270385847762,0.850430524526674
855,422338.581575,565131.063919,422365.702866,565181.253586,2.5182438,3,836,57.048813,835,3,57.048813,2245,1174.3099,8597,62937.738,0.698365775980206,0.836163837769249
856,422397.964003,564913.53478,422425.972448,565012.53754,4.0029998,4,837,102.88838,836,4,102.88838,137,1185.1056,8597,62364.406,0.446276949390977,0.843850660149809
857,422459.750855,564896.404464,422489.543613,565012.298084,3.9999692,4,838,119.66177,837,4,119.66177,0,1183.1508,8597,62467.445,0,0.842458787240242
858,422524.580697,565012.172697,422526.804636,565073.700821,3.6385887,4,839,61.568302,838,4,61.568302,463,1155.1144,8597,63983.625,0.554820742503283,0.822496191516001
859,422817.340986,564981.474493,422820.775869,565160.70146,2.0534425,2,840,179.25987,839,2,179.25987,0,1207.7909,8597,61193.051,0,0.860003088718253
860,422755.863227,564936.694932,422834.733147,564955.589272,2.0967455,3,841,81.101547,840,3,81.101547,0,1264.4036,8597,58453.18,0,0.900312562107772
861,422726.636348,564934.444124,422755.863227,564936.694932,4.1147594,5,842,29.313419,841,5,29.313419,3108,1254.829,8597,58899.188,0.732185428243052,0.893495269981159
862,422755.765825,564851.151509,422755.863227,564936.694932,4.2855086,6,843,85.54348,842,6,85.54348,45898,1459.8495,8597,50627.418,0.99094290771572,1.03947339221381
863,422755.471965,565012.431899,422755.863227,564936.694932,3.1297486,5,844,75.737976,843,5,75.737976,34865,1459.3842,8597,50643.559,0.965533829970688,1.03914210670023
864,422755.471965,565012.431899,422759.334196,565177.082937,3.1861062,5,845,164.69633,844,5,164.69633,40660,1457.6622,8597,50703.387,0.979620970386384,1.03791600829851
865,422820.775869,565160.70146,422896.444659,565133.550495,2.9233747,5,846,80.392418,845,5,80.392418,615115,1441.3572,8597,51276.957,1.22909158467652,1.02630661685009
866,422759.334196,565177.082937,422820.775869,565160.70146,3.0464861,5,847,63.587986,846,5,63.587986,595907,1431.9526,8597,51613.723,1.22542669844615,1.01961049493138
867,422728.984963,565176.896283,422759.334196,565177.082937,3.1964614,5,848,30.349806,847,5,30.349806,552823,1403.7412,8597,52651.023,1.21628087106089,0.999523481762311
868,422656.50384,565177.755182,422728.984963,565176.896283,2.9923952,5,849,72.486214,848,5,72.486214,516735,1402.4646,8597,52698.949,1.2099700202085,0.998614519717112
869,422695.174147,564493.238932,422746.08201,564704.944063,3.1943297,4,850,217.73991,849,4,217.73991,159156,1477.8865,8597,50009.531,1.10698839679471,1.05231597237587
870,422746.08201,564704.944063,422755.765825,564851.151509,2.8222084,5,851,146.52779,850,5,146.52779,151660,1464.8772,8597,50453.656,1.10162954226591,1.04305318861122
871,422716.080325,564707.574731,422746.08201,564704.944063,4.0546803,5,852,30.116798,851,5,30.116798,520,1331.4651,8597,55509.086,0.572642453049045,0.94806166959643
872,422685.940271,564711.006137,422716.080325,564707.574731,4.0421362,6,853,30.334757,852,6,30.334757,4006,1322.9353,8597,55866.984,0.758939084926386,0.941988364676025
873,422648.98406,564715.560808,422685.940271,564711.006137,4.0254307,6,854,37.235825,853,6,37.235825,17134,1323.682,8597,55835.473,0.891919821315753,0.942519960999507
874,422614.918323,564720.686706,422648.98406,564715.560808,4.0117526,5,855,34.449226,854,5,34.449226,1276,1317.7317,8597,56087.602,0.654087761792028,0.93828322893557
875,422591.215063,565146.679833,422622.055448,565145.9555,2.9148951,4,856,30.84889,855,4,30.84889,7383,1308.5345,8597,56481.816,0.814046143184362,0.931734726886566
876,422622.055448,565145.9555,422658.588012,565146.061249,3.0483134,5,857,36.532719,856,5,36.532719,19299,1311.4663,8597,56355.551,0.902040318702978,0.933822210874121
877,422658.588012,565146.061249,422697.580072,565145.812458,2.9688075,5,858,38.992855,857,5,38.992855,28244,1316.2571,8597,56150.434,0.937163382935608,0.937233333006919
878,422697.580072,565145.812458,422728.793542,565146.003258,3.0071714,4,859,31.214052,858,4,31.214052,1003,1314.7825,8597,56213.41,0.631962152294636,0.936183385912706
879,422697.580072,565145.812458,422697.743715,565011.528554,4.0125608,5,860,134.284,859,5,134.284,11653,1171.6931,8597,63078.297,0.847199836126415,0.83430065134714
880,422695.839078,564851.71716,422697.743715,565011.528554,4.0425367,6,861,159.82274,860,6,159.82274,18108,1172.0953,8597,63056.656,0.88710725595618,0.834586973662601
881,422685.940271,564711.006137,422695.839078,564851.71716,4.0840116,6,862,141.05878,861,6,141.05878,20424,1172.2991,8597,63045.691,0.898011032095649,0.83473212166122
882,422659.930663,564537.819661,422685.940271,564711.006137,4.0456896,5,863,175.12868,862,5,175.12868,22346,1172.489,8597,63035.48,0.906161770597706,0.834867334072857
883,422659.930662,564537.819661,422683.123717,564532.394473,2.9881532,4,864,23.81912,863,4,23.81912,37192,1324.9226,8597,55783.188,0.962906460322544,0.943403343451509
884,422626.028396,564545.828582,422659.930662,564537.819661,3.0389614,5,865,34.835419,864,5,34.835419,4315,1324.9041,8597,55783.969,0.765839322120009,0.943390135865006
885,422592.23458,564555.229324,422626.028396,564545.828582,2.9793196,4,866,35.077,865,4,35.077,16749,1322.4606,8597,55887.043,0.889765585598351,0.941650277931419
886,422592.23458,564555.229324,422614.918323,564720.686706,1.9752812,3,867,167.00508,866,3,167.00508,13043,1183.8302,8597,62431.598,0.858195158035502,0.842942495069258
887,422614.918323,564720.686706,422621.931428,564852.619559,2.8874342,5,868,132.11913,867,5,132.11913,13916,1183.7545,8597,62435.586,0.864057175818162,0.842888654828376
888,422619.367849,565011.813091,422621.931428,564852.619559,4.2151642,6,869,159.21417,868,6,159.21417,5350,1175.4868,8597,62874.727,0.777000606675526,0.837001787231562
889,422619.367849,565011.813091,422622.055448,565145.9555,4.0063963,5,870,134.16933,869,5,134.16933,501,1174.1296,8597,62947.402,0.562764025187366,0.8360354697932
890,422987.608542,564848.489547,423008.339642,565089.288688,4.1275048,5,871,241.6899,870,5,241.6899,2340,1237.7285,8597,59712.938,0.705472725882424,0.881319392381702
891,422965.202242,564619.522538,422987.608542,564848.489547,4.157671,5,872,230.06071,871,5,230.06071,297,1242.6697,8597,59475.508,0.518229926095669,0.88483755698492
892,423049.803511,564843.693977,423068.627298,565069.93345,4.0316958,5,873,227.02122,872,5,227.02122,5502,1454.8416,8597,50801.688,0.794873775754945,1.03590772532638
893,423023.845517,564608.84944,423049.803511,564843.693977,4.7928772,6,874,236.27478,873,6,236.27478,16258,1457.5031,8597,50708.922,0.895004318222954,1.03780272175432
894,423992.49341,564610.24477,424033.530321,564558.316404,2.5156829,4,875,66.185974,874,4,66.185974,552415,1589.875,8597,46486.93,1.23030312890036,1.1320530043232
895,424033.530321,564558.316404,424074.286682,564501.556414,2.6558337,5,876,69.876877,875,5,69.876877,584376,1601.4489,8597,46150.965,1.23637107477671,1.14029364904879
896,423852.648656,564607.743469,423853.177645,564644.781221,3.2012463,5,877,37.041531,876,5,37.041531,91465,1344.3169,8597,54978.414,1.04663158526788,0.957212378834962
897,423853.177645,564644.781221,423853.799781,564668.944037,1.5885286,4,878,24.170824,877,4,24.170824,85171,1344.1674,8597,54984.531,1.04008903655696,0.957105893337243
898,423853.799781,564668.944037,423855.082696,564728.197859,2.2398579,4,879,59.267708,878,4,59.267708,77924,1343.6902,8597,55004.055,1.03190824191366,0.956766175546874
899,423328.875736,564829.067226,423356.236193,564829.648604,4.1143541,6,880,27.366632,879,6,27.366632,165609,1403.0428,8597,52677.227,1.10535282546792,0.999026293120646
900,423300.847774,564830.090596,423328.875736,564829.067226,4.0500636,6,881,28.046638,880,6,28.046638,168214,1404.0189,8597,52640.609,1.10685916727504,0.999721212037022
901,423274.589842,564831.70196,423300.847774,564830.090596,4.0253248,6,882,26.307327,881,6,26.307327,235450,1407.0103,8597,52528.691,1.13801292421008,1.00185114401543
902,423247.89771,564833.110926,423274.589842,564831.70196,4.0045195,6,883,26.729292,882,6,26.729292,230235,1406.7189,8597,52539.574,1.13593058888344,1.00164362937188
903,423091.725216,564607.149316,423114.959113,564839.504256,4.3633256,6,884,233.51367,883,6,233.51367,7792,1305.3418,8597,56619.969,0.818790385956289,0.929461369919351
904,422357.512404,564631.710905,422404.297811,564803.463373,3.0633399,5,885,178.01064,884,5,178.01064,85960,1432.0499,8597,51610.219,1.04700864646825,1.01967971720555
905,422404.297811,564803.463373,422433.875958,564903.575658,3.0309639,4,886,104.3903,885,4,104.3903,65311,1430.1376,8597,51679.23,1.02156681074146,1.01831811809183
906,422440.47751,564710.733701,422504.086972,564693.256942,3.0015225,4,887,65.966667,886,4,65.966667,86,1222.7539,8597,60444.223,0.405640365684149,0.870657094228551
907,422477.14126,564594.14777,422504.086972,564693.256942,4.0992618,5,888,102.70686,887,5,102.70686,3862,1420.1892,8597,52041.242,0.760526138563672,1.01123471274659
908,422467.133243,564557.118682,422477.14126,564594.14777,4.2193933,6,889,38.357708,888,6,38.357708,24158,1420.4724,8597,52030.863,0.92934968098483,1.01143642382836
909,423247.89771,564833.110926,423263.784167,565008.45212,4.0037823,5,890,176.0594,889,5,176.0594,43012,1359.1266,8597,54379.34,0.978490325740193,0.967757191607839
910,423227.828799,564625.398405,423247.89771,564833.110926,4.0145192,6,891,208.67978,890,6,208.67978,57897,1360.8333,8597,54311.141,1.00586085679774,0.968972368478395
911,423222.403692,564542.019579,423227.828799,564625.398405,3.0717072,5,892,83.555138,891,5,83.555138,80411,1378.3187,8597,53622.145,1.03720420289489,0.981422321498478
912,423215.819287,564492.642417,423222.403692,564542.019579,2.0709977,4,893,49.81424,892,4,49.81424,81121,1374.7308,8597,53762.094,1.03776307460439,0.978867659785563
913,423208.810836,564468.624655,423215.819287,564492.642417,1.8082949,3,894,25.019419,893,3,25.019419,80153,1367.5273,8597,54045.289,1.03616123707763,0.973738624971014
914,423183.275169,564458.733589,423208.810836,564468.624655,1.8044605,3,895,27.384365,894,3,27.384365,81718,1375.8866,8597,53716.934,1.03851635417647,0.979690566351727
915,423159.878901,564371.884304,423183.275169,564458.733589,3.4525242,5,896,89.94545,895,5,89.94545,95919,1453.6393,8597,50843.707,1.05857011138354,1.03505164898722
916,423222.403692,564542.019579,423248.530678,564540.062218,3.9499292,5,897,26.200203,896,5,26.200203,2665,1414.8998,8597,52235.789,0.726126569508342,1.00746861384717
917,423248.530678,564540.062218,423274.478572,564538.081827,3.0032034,5,898,26.023359,897,5,26.023359,23361,1414.7914,8597,52239.793,0.925918946010089,1.00739139780809
918,423274.478572,564538.081827,423302.05333,564535.920818,3.0004377,5,899,27.659306,898,5,27.659306,112306,1413.934,8597,52271.473,1.07038931197603,1.00678087477124
919,423302.05333,564535.920818,423329.704357,564533.871658,4.0059233,6,900,27.726852,899,6,27.726852,123985,1413.9138,8597,52272.215,1.07949412990707,1.00676658414232
920,423329.704357,564533.871658,423358.521204,564531.672915,3.01475,5,901,28.90061,900,5,28.900608,123473,1414.1735,8597,52262.617,1.07913148305359,1.00695146917983
921,423358.521204,564531.672915,423381.177679,564529.943152,1.998111,4,902,22.722408,901,4,22.72241,120935,1414.174,8597,52262.602,1.07721978951009,1.00695175817604
922,423164.998365,564471.49284,423183.275169,564458.733589,2.6633565,4,903,22.289909,902,4,22.289909,3139,1354.0502,8597,54583.211,0.738203169602598,0.964142702943312
923,423161.482647,564495.016831,423164.998365,564471.49284,3.3347991,5,904,23.785257,903,5,23.785257,23162,1364.125,8597,54180.086,0.922036427320442,0.971316107583437
924,423161.482647,564495.016831,423172.775248,564621.175426,4.2601523,6,905,126.66299,904,6,126.66299,25328,1376.282,8597,53701.504,0.930995364294401,0.979972049389385
925,423172.775248,564621.175426,423193.631805,564835.613205,3.9752169,6,906,215.44966,905,6,215.44966,16464,1354.3105,8597,54572.719,0.890133462192624,0.964328059559428
926,423193.631805,564835.613205,423212.448917,565024.078396,3.990531,5,907,189.40225,906,5,189.40225,9050,1351.9655,8597,54667.379,0.835142171691778,0.962658326048866
927,423188.589459,564494.905896,423215.819287,564492.642417,3.1517267,4,908,27.323742,907,4,27.323742,412,1268.6445,8597,58257.773,0.548949320793441,0.903332267948779
928,423161.482647,564495.016831,423188.589459,564494.905896,3.2195663,5,909,27.107038,908,5,27.107038,10725,1277.8577,8597,57837.746,0.846333441284887,0.909892185112138
929,423188.589459,564494.905896,423200.320842,564623.364826,3.9556839,5,910,128.9935,909,5,128.9935,9362,1337.7487,8597,55248.352,0.837437338259151,0.952535702836265
930,423200.320842,564623.364826,423220.374538,564834.315459,3.9970019,6,911,211.90167,910,6,211.90167,13698,1320.4186,8597,55973.469,0.871247698842066,0.940196371990577
931,423220.374538,564834.315459,423238.068738,565016.843608,4.0298028,5,912,183.38377,911,5,183.38377,6182,1318.0503,8597,56074.043,0.798351402065268,0.938510102688077
932,423167.490747,564836.914206,423186.826516,565031.836345,3.9859405,5,913,195.87881,912,5,195.87881,5136,1322.4595,8597,55887.086,0.781640591898848,0.941649553443601
933,423147.763206,564617.975415,423167.490747,564836.914206,3.9937546,6,914,219.82578,913,6,219.82578,12374,1324.9711,8597,55781.148,0.862221824881638,0.943437843885595
934,423130.952273,564498.682557,423147.763206,564617.975415,4.1828246,5,915,120.47155,914,5,120.47155,4938,1344.1467,8597,54985.375,0.779204209042154,0.957091202740102
935,422556.263883,565012.053043,422560.862912,565091.476195,4.2929983,5,916,79.55619,915,5,79.55619,168,1159.0343,8597,63767.234,0.463696947332382,0.825287204708638
936,422549.996344,564871.405025,422556.263883,565012.053043,4.0083165,5,917,140.7876,916,5,140.7876,579,1165.0522,8597,63437.852,0.575430165741285,0.829572125645423
937,422274.531716,564611.691211,422283.790821,564651.60959,4.0431051,6,918,40.978142,917,6,40.978142,896664,1491.8245,8597,49542.297,1.26786520326874,1.0622399763644
938,422212.342385,564670.163071,422289.820044,564943.500109,4.0616231,5,919,284.10547,918,5,284.10547,10159,1413.6278,8597,52282.793,0.849208958701657,1.00656290012033
939,422142.031817,564689.14617,422215.530787,564964.08709,4.0099559,5,920,284.59552,919,5,284.59552,32499,1421.17,8597,52005.324,0.956703489589983,1.01193310531169
940,422071.613514,564708.029694,422075.839412,564735.503831,1.3052089,4,921,27.797237,920,4,27.797237,215843,1406.9216,8597,52532,1.13000697144628,1.00178803963664
941,422146.696535,564983.57079,422165.09754,565018.745105,4.3941989,6,922,39.69672,921,6,39.69672,147440,1382.6013,8597,53456.051,1.09318846088226,0.984471597632151
942,422165.09754,565018.745105,422185.4274,565066.963908,3.7880425,5,923,52.329304,922,5,52.329304,73695,1359.1299,8597,54379.211,1.02787208490945,0.967759487266126
943,422180.720839,565151.571095,422185.4274,565066.963908,4.0688143,5,924,84.737999,923,5,84.737999,9246,1320.3621,8597,55975.863,0.835295018836801,0.940156162700799
944,422052.207033,565009.354419,422075.839412,564735.503831,3.9078751,4,925,274.86841,924,4,274.86841,14576,1358.1005,8597,54420.43,0.87919264793996,0.967026515983778
945,422288.044755,565152.012559,422297.735733,565129.581514,3.4896181,3,926,24.434952,925,3,24.434952,0,1205.6489,8597,61301.77,0,0.858477918638136
946,422113.15528,565172.2486,422127.893651,565042.726946,4.1266923,5,927,130.3575,926,5,130.3575,8859,1329.2686,8597,55600.813,0.831896043647158,0.946497668639013
947,422058.431372,565187.181126,422075.170539,565018.881559,3.583827,4,928,169.12996,927,4,169.12996,2208,1186.2501,8597,62304.234,0.697501070299813,0.844665605600092
948,421989.949078,565209.725549,422018.354447,565018.736636,3.9830146,4,929,193.08969,928,4,193.08969,4256,1215.8307,8597,60788.406,0.758616924967866,0.865727609621015
949,421963.565101,565219.523066,421975.740788,565254.814605,1.9940863,2,930,37.332829,929,2,37.332829,0,1180.8931,8597,62586.879,0,0.84085118179335
950,421844.57748,565170.580284,421881.993447,565159.878682,4.217021,5,931,38.916306,930,5,38.916306,17511,1120.5842,8597,65955.25,0.880493626518948,0.797909750243848
951,421881.993447,565159.878682,421886.702858,565130.812316,2.7523973,4,932,29.44541,931,4,29.44541,6,1045.7009,8597,70678.344,0.174271998780262,0.744590785724968
952,421861.488026,565108.989602,421886.702858,565130.812316,4.189671,5,933,33.346943,932,5,33.346943,18586,1104.636,8597,66907.477,0.88471961368373,0.786554240653697
953,421823.841175,565137.083723,421861.488026,565108.989602,4.2922196,5,934,46.974091,933,5,46.974091,9064,1146.1594,8597,64483.531,0.822828423688251,0.816120020385209
954,421823.841175,565137.083723,421844.57748,565170.580284,4.2354584,5,935,39.395607,934,5,39.395607,7106,1165.3284,8597,63422.82,0.80205599662635,0.829768738394071
955,421881.993447,565159.878682,421906.163892,565177.868304,1.2796075,2,936,30.130333,935,2,30.130333,0,1041.6113,8597,70955.844,0,0.741678860398732
956,421886.702858,565130.812316,421934.174759,565114.662731,1.3519112,2,937,50.1437,936,2,50.1437,0,1017.8402,8597,72612.977,0,0.724753143890289
957,421780.618612,565130.698065,421823.841175,565137.083723,1.0552489,2,938,43.691723,937,2,43.691723,0,1109.4689,8597,66616.031,0,0.789995322351557
958,421755.07265,565013.249193,421878.661285,565022.105737,2.4651985,3,939,123.90556,938,3,123.90556,271,1070.8102,8597,69021.016,0.50311403002473,0.762469331596159
959,421736.643121,565027.2151,421755.07265,565013.249193,0.89841682,2,940,23.123453,939,2,23.123453,4441,1107.6277,8597,66726.766,0.756081448824376,0.788684341536767
960,421727.020265,565068.109489,421736.643121,565027.2151,1.6695025,3,941,42.011314,940,3,42.011314,10679,1172.7526,8597,63021.313,0.839371692201896,0.835055003761402
961,421721.203361,565173.944565,421727.020265,565068.109489,2.1255555,4,942,105.99481,941,4,105.99481,61676,1190.4441,8597,62084.738,0.999398582722018,0.847651762189069
962,421717.389549,565269.117328,421721.203361,565173.944565,3.0456033,5,943,95.249146,942,5,95.249146,121196,1191.7288,8597,62017.809,1.0607098947882,0.848566510004425
963,422254.928723,565465.353933,422511.586594,565479.895256,4.3856697,4,944,257.06946,943,4,257.06946,375,1266.6099,8597,58351.359,0.540316457864688,0.901883520951571
965,422951.950112,565583.660249,422955.348602,565532.51337,4.9486856,7,946,51.259663,945,7,51.259663,308512,1381.9535,8597,53481.113,1.16095864806458,0.984010277679069
966,422955.348602,565532.51337,422960.450106,565457.568092,2.2152653,4,947,75.118706,946,4,75.118706,303066,1381.9502,8597,53481.238,1.15932251697152,0.984007977869085
967,422960.450106,565457.568092,423003.943568,565345.533617,2.1258893,4,948,120.18072,947,4,120.18072,300767,1383.2214,8597,53432.086,1.15872094993613,0.984913129687874
968,422555.089742,565955.368302,422670.66669,565563.929141,5.0090604,7,949,408.14539,948,7,408.14539,27086,1294.9946,8597,57072.367,0.931947588519803,0.922094026452734
988,422556.219391,565697.921208,422593.842585,565560.007919,3.1814826,5,968,142.95306,967,5,142.95306,284832,1532.9482,8597,48213.246,1.16471600570645,1.09152057161071
989,423084.501975,564562.254265,423112.591756,564558.202955,3.1003411,4,969,28.380432,968,4,28.380432,321,1295.2322,8597,57061.902,0.527262672796208,0.92226313010055
990,423012.767553,564576.721182,423084.501975,564562.254265,3.1742253,5,970,73.17868,969,5,73.17868,13575,1299.2251,8597,56886.531,0.869136426868135,0.925106202413119
991,422928.682343,564589.33471,423012.767553,564576.721182,2.8654277,4,971,85.026016,970,4,85.026016,4124,1300.8413,8597,56815.855,0.760422688617413,0.926256946417126
992,422928.682343,564589.33471,422929.28653,564627.739184,6.0584903,7,972,38.409225,971,7,38.409225,4841,1250.0186,8597,59125.848,0.772250562623843,0.8900701556781
993,423220.374538,564834.315459,423247.89771,564833.110926,4.0137353,6,973,27.549517,972,6,27.549517,220831,1406.2317,8597,52557.777,1.13205780428378,1.00129673065909
994,423193.631805,564835.613205,423220.374538,564834.315459,4.0042586,6,974,26.774202,973,6,26.774202,209604,1406.2246,8597,52558.039,1.12725703506003,1.00129173941958
995,423167.490747,564836.914206,423193.631805,564835.613205,4.0081811,6,975,26.173412,974,6,26.173412,198307,1406.2164,8597,52558.344,1.12215939795459,1.00128592906985
996,423142.880529,564838.011788,423167.490747,564836.914206,4.0010362,6,976,24.634682,975,6,24.634682,186964,1406.2147,8597,52558.41,1.11674055934465,1.00128467175715
997,423114.959113,564839.504256,423142.880529,564838.011788,4.0076342,6,977,27.961275,976,6,27.961275,161306,1404.358,8597,52627.895,1.10302640430366,0.999962718418325
998,423274.478572,564538.081827,423282.333113,564628.105778,4.0100074,5,978,90.365952,977,5,90.365952,90328,1447.7164,8597,51051.719,1.05263156821575,1.03083446035089
999,423282.333113,564628.105778,423300.847774,564830.090596,3.9797261,6,979,202.8316,978,6,202.8316,339526,1444.9022,8597,51151.148,1.17456238237318,1.02883077448666
1000,423300.847774,564830.090596,423315.667189,564995.294178,4.933589,7,980,165.86693,979,7,165.86693,519219,1444.8967,8597,51151.344,1.21373837401195,1.02882683240163
1001,423302.05333,564535.920818,423310.166411,564629.095489,4.083744,6,981,93.527222,980,6,93.527222,29486,1344.5774,8597,54967.762,0.942933829431143,0.95739786674483
1002,423310.166411,564629.095489,423328.875736,564829.067226,3.9007967,6,982,200.84505,981,6,200.84505,31325,1347.9052,8597,54832.055,0.948691633385483,0.95976729924991
1003,423328.875736,564829.067226,423343.606532,564983.27015,3.9861076,5,983,154.90494,982,5,154.90494,23859,1347.9001,8597,54832.258,0.923742375042279,0.959763746128762
1004,423248.530678,564540.062218,423256.159179,564626.824345,4.0091977,6,984,87.096848,983,6,87.096848,42998,1341.6345,8597,55088.332,0.977299509183637,0.955302517949447
1005,423256.159179,564626.824345,423274.589842,564831.70196,4.0087166,6,985,205.70496,984,6,205.70496,44271,1332.7644,8597,55454.969,0.979376989439201,0.94898682389712
1006,423274.589842,564831.70196,423290.443513,564999.48699,3.8957548,5,986,168.53236,985,5,168.53236,39801,1332.7997,8597,55453.5,0.969635538587288,0.949011962280946
1007,423081.680575,564448.441221,423089.438175,564477.603901,3.0207949,5,987,30.176849,986,5,30.176849,391224,1514.3649,8597,48804.891,1.19279907795597,1.07828898329687
1008,423089.438175,564477.603901,423098.770413,564508.02105,4.0560455,6,988,31.816563,987,6,31.816563,385417,1511.7635,8597,48888.867,1.19122416804862,1.07643689105106
1009,423098.770413,564508.02105,423107.117517,564534.504858,3.0814967,5,989,27.76808,988,5,27.76808,345716,1511.3457,8597,48902.383,1.1811259266625,1.07613938967947
1010,423107.117517,564534.504858,423112.591756,564558.202955,2.1088846,4,990,24.322153,989,4,24.322153,344760,1506.3864,8597,49063.383,1.18051014056384,1.0726082149256
1011,423154.437719,564464.906195,423164.998365,564471.49284,2.4583628,4,991,12.44633,990,4,12.44633,19238,1380.5488,8597,53535.527,0.90600226694841,0.983010157982662
1012,423129.993686,564469.421155,423154.437719,564464.906195,2.5021217,4,992,24.857506,991,4,24.857506,318,1300.8921,8597,56813.637,0.526617640658046,0.926293106143842
1013,423089.438175,564477.603901,423129.993686,564469.421155,3.0723705,5,993,41.37278,992,5,41.37278,6584,1302.032,8597,56763.898,0.803213997264705,0.927104735915056
1014,422993.364527,564461.699752,423081.680575,564448.441221,3.9431138,4,994,89.305725,993,4,89.305725,12,1308.0695,8597,56501.898,0.234411441621512,0.931403579878171
1015,423343.606532,564983.27015,423370.580446,564974.184714,2.0675287,4,995,28.46291,994,4,28.46291,530146,1479.5026,8597,49954.902,1.21831847812027,1.05346670364529
1016,423370.580446,564974.184714,423455.037212,564947.938203,2.0963771,4,996,88.441078,995,4,88.441078,664730,1444.5792,8597,51162.586,1.23649887332571,1.02860077621406
1017,423455.037212,564947.938203,423507.894146,564934.181134,2.0661194,4,997,54.617878,996,4,54.617878,649180,1440.1633,8597,51319.465,1.23396737721669,1.02545655846479
1018,423507.894146,564934.181134,423566.403019,564917.978246,2.1302571,4,998,60.710968,997,4,60.710968,607818,1438.9225,8597,51363.719,1.22779981428701,1.02457307906604
1019,423566.403019,564917.978246,423667.017514,564887.953383,1.9546006,4,999,104.9989,998,4,104.9989,579481,1437.5281,8597,51413.543,1.22328892091597,1.02358022114579
1020,423667.017514,564887.953383,423683.536266,564882.086625,2.0539949,4,1000,17.529633,999,4,17.529633,512395,1434.9369,8597,51506.383,1.21174521399447,1.02173529451062
1021,423683.536266,564882.086625,423699.274546,564876.149049,1.9970423,4,1001,16.821066,1000,4,16.821066,458086,1433.8115,8597,51546.809,1.20133174706616,1.02093402146829
1022,423699.274546,564876.149049,423760.982967,564857.945736,2.3004675,4,1002,64.337311,1001,4,64.337311,345604,1430.0037,8597,51684.07,1.1750755865206,1.01822276048984
