Longitude,Latitude,count,BNumber,SNumber,BDist,SDist,BName,SName,Loc,id,gradient,INT,BusDist,BusName,SchDist,SchName,RName,RDist,PubName,PubDist,GName,GDist
-1.632656,54.969418,2,1,1,157.009,186.089,Turkish Barbers,Gihan Food Store & Bakery,Colby Court,214,8.7741935483871,1281.507,89.172,n502591888,30.487,n456370812,Luigikhan,405.106,Metropolit,216.324,0295ECCB-E,88.976
-1.632577,54.966084,2,0,1,523.647,184.157,Turkish Barbers,Iriana,Gloucester Way,215,0,1244.6421,140.621,n502591940,332.904,n245303549,Pablo Eggs,581.294,Metropolit,166.512,0295EE46-6,56.078
-1.632472,54.97596,21,0,0,208.046,257.221,Mickeys Coiffure,Iceland,Hamilton Crescent,216,0,991.97986,76.736,n502588808,184.364,n383064667,Afghan Gri,355.304,The Black ,331.101,0295ED1B-7,219.612
-1.632359,54.971161,18,3,1,48.909,83.826,Turkish Barbers,Gihan Food Store & Bakery,Mill Farm Close,217,0,1320.3025,55.523,n502591887,225.099,n456370812,Luigikhan,233.437,Metropolit,405.805,0295ECF0-2,77.817
-1.632285,54.965652,2,0,1,570.706,180.097,Turkish Barbers,Iriana,Cambridge Street,218,1.99911150599733,1282.2463,189.361,n502591940,361.262,n245303549,Pablo Eggs,583.264,Metropolit,210.178,0295EE46-6,86.878
-1.632031,54.974619,9,2,0,98.402,313.649,Mickeys Coiffure,Best-One,Avison Street,219,2.01649862511457,1368.8254,101.19,n502588808,290.287,n383064667,Luigikhan,238.482,The Earl O,315.042,0295ED1B-7,301.67
-1.631904,54.964599,5,0,0,687.648,205.876,Turkish Barbers,Iriana,Essex Close,220,0.278396436525612,1244.9377,112.476,n502591985,455.426,n245303549,Pablo Eggs,623.565,Metropolit,325.85,0295EE46-6,200.422
-1.63183,54.970979,10,4,2,24.905,44.859,Turkish Barbers,Gihan Food Store & Bakery,Elswick Street,221,0,1248.635,21.862,n502591887,210.431,n456370812,Luigikhan,269.317,Metropolit,384.43,0295ECF0-2,78.151
-1.631495,54.975103,3,2,0,158.257,331.089,Mickeys Coiffure,Iceland,Avison Place,222,0,1036.7502,43.767,n502588808,282.782,n383064667,Luigikhan,302.142,The Black ,276.928,0295ED1B-7,327.38
-1.631408,54.974384,3,2,0,126.462,350.024,Mickeys Coiffure,Back Home International,Douglas Place,223,1.56396621832968,1080.1228,123.929,n502588808,281.99,n108934007,Luigikhan,246.975,The Earl O,277.793,0295ED1B-7,262.856
-1.631313,54.977942,21,0,0,440.688,403.11,Mickeys Coiffure,Iceland,New Mills,224,0,1433.8115,14.62,n502588765,297.623,n383064667,Afghan Gri,489.583,The Black ,354.312,0295ED1B-7,111.253
-1.631301,54.967266,16,0,0,393.217,331.508,Turkish Barbers,Iriana,Waverley Road,225,0,1200.0841,95.582,n502591936,180.277,n245303549,Pablo Eggs,467.507,Metropolit,47.362,0295EE46-6,103.697
-1.630962,54.968541,1,0,0,257.377,257.677,Turkish Barbers,Gihan Food Store & Bakery,Kirkdale Green,226,4.52634982217911,1217.0941,55.936,n502591936,107.347,n245303549,Fez Food,389.924,Metropolit,127.569,0295ECCB-E,73.592
-1.630942,54.977519,2,0,0,404.365,399.234,Mickeys Coiffure,Iceland,Monday Place,227,0,1115.0989,47.201,n502588765,296.448,n383064667,Afghan Gri,490.595,The Black ,305.099,0295ED1B-7,141.593
-1.630837,54.970248,10,4,3,94.466,70.514,Turkish Barbers,Gihan Food Store & Bakery,Drybeck Court,228,0.940733772342427,1320.1829,66.338,n502591931,167.869,n456370812,Fez Food,259.186,Metropolit,310.397,0295ECCB-E,124.684
