Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01008380,Newcastle upon Tyne 008G,13,"White: English, Welsh, Scottish, Northern Irish or British",1037
E01008380,Newcastle upon Tyne 008G,14,White: Irish,1
E01008380,Newcastle upon Tyne 008G,15,White: Gypsy or Irish Traveller,1
E01008380,Newcastle upon Tyne 008G,16,White: Roma,5
E01008380,Newcastle upon Tyne 008G,17,White: Other White,104
E01008380,Newcastle upon Tyne 008G,18,Other ethnic group: Arab,151
E01008380,Newcastle upon Tyne 008G,19,Other ethnic group: Any other ethnic group,80
E01008381,Newcastle upon Tyne 021A,-8,Does not apply,0
E01008381,Newcastle upon Tyne 021A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01008381,Newcastle upon Tyne 021A,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008381,Newcastle upon Tyne 021A,3,"Asian, Asian British or Asian Welsh: Indian",16
E01008381,Newcastle upon Tyne 021A,4,"Asian, Asian British or Asian Welsh: Pakistani",7
E01008381,Newcastle upon Tyne 021A,5,"Asian, Asian British or Asian Welsh: Other Asian",3
E01008381,Newcastle upon Tyne 021A,6,"Black, Black British, Black Welsh, Caribbean or African: African",2
E01008381,Newcastle upon Tyne 021A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008381,Newcastle upon Tyne 021A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008381,Newcastle upon Tyne 021A,9,Mixed or Multiple ethnic groups: White and Asian,3
E01008381,Newcastle upon Tyne 021A,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008381,Newcastle upon Tyne 021A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008381,Newcastle upon Tyne 021A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008381,Newcastle upon Tyne 021A,13,"White: English, Welsh, Scottish, Northern Irish or British",1388
E01008381,Newcastle upon Tyne 021A,14,White: Irish,3
E01008381,Newcastle upon Tyne 021A,15,White: Gypsy or Irish Traveller,0
E01008381,Newcastle upon Tyne 021A,16,White: Roma,0
E01008381,Newcastle upon Tyne 021A,17,White: Other White,2
E01008381,Newcastle upon Tyne 021A,18,Other ethnic group: Arab,1
E01008381,Newcastle upon Tyne 021A,19,Other ethnic group: Any other ethnic group,1
E01008382,Newcastle upon Tyne 021B,-8,Does not apply,0
E01008382,Newcastle upon Tyne 021B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008382,Newcastle upon Tyne 021B,2,"Asian, Asian British or Asian Welsh: Chinese",1
E01008382,Newcastle upon Tyne 021B,3,"Asian, Asian British or Asian Welsh: Indian",3
E01008382,Newcastle upon Tyne 021B,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E01008382,Newcastle upon Tyne 021B,5,"Asian, Asian British or Asian Welsh: Other Asian",1
E01008382,Newcastle upon Tyne 021B,6,"Black, Black British, Black Welsh, Caribbean or African: African",6
E01008382,Newcastle upon Tyne 021B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008382,Newcastle upon Tyne 021B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008382,Newcastle upon Tyne 021B,9,Mixed or Multiple ethnic groups: White and Asian,2
E01008382,Newcastle upon Tyne 021B,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008382,Newcastle upon Tyne 021B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008382,Newcastle upon Tyne 021B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3
E01008382,Newcastle upon Tyne 021B,13,"White: English, Welsh, Scottish, Northern Irish or British",1213
E01008382,Newcastle upon Tyne 021B,14,White: Irish,8
E01008382,Newcastle upon Tyne 021B,15,White: Gypsy or Irish Traveller,0
E01008382,Newcastle upon Tyne 021B,16,White: Roma,3
E01008382,Newcastle upon Tyne 021B,17,White: Other White,14
E01008382,Newcastle upon Tyne 021B,18,Other ethnic group: Arab,2
E01008382,Newcastle upon Tyne 021B,19,Other ethnic group: Any other ethnic group,2
E01008383,Newcastle upon Tyne 021C,-8,Does not apply,0
E01008383,Newcastle upon Tyne 021C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01008383,Newcastle upon Tyne 021C,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008383,Newcastle upon Tyne 021C,3,"Asian, Asian British or Asian Welsh: Indian",5
E01008383,Newcastle upon Tyne 021C,4,"Asian, Asian British or Asian Welsh: Pakistani",3
E01008383,Newcastle upon Tyne 021C,5,"Asian, Asian British or Asian Welsh: Other Asian",7
E01008383,Newcastle upon Tyne 021C,6,"Black, Black British, Black Welsh, Caribbean or African: African",14
E01008383,Newcastle upon Tyne 021C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008383,Newcastle upon Tyne 021C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",16
E01008383,Newcastle upon Tyne 021C,9,Mixed or Multiple ethnic groups: White and Asian,11
E01008383,Newcastle upon Tyne 021C,10,Mixed or Multiple ethnic groups: White and Black African,5
E01008383,Newcastle upon Tyne 021C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01008383,Newcastle upon Tyne 021C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E01008383,Newcastle upon Tyne 021C,13,"White: English, Welsh, Scottish, Northern Irish or British",1363
E01008383,Newcastle upon Tyne 021C,14,White: Irish,4
E01008383,Newcastle upon Tyne 021C,15,White: Gypsy or Irish Traveller,0
E01008383,Newcastle upon Tyne 021C,16,White: Roma,0
E01008383,Newcastle upon Tyne 021C,17,White: Other White,11
E01008383,Newcastle upon Tyne 021C,18,Other ethnic group: Arab,0
E01008383,Newcastle upon Tyne 021C,19,Other ethnic group: Any other ethnic group,6
E01008384,Newcastle upon Tyne 021D,-8,Does not apply,0
E01008384,Newcastle upon Tyne 021D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01008384,Newcastle upon Tyne 021D,2,"Asian, Asian British or Asian Welsh: Chinese",0
E01008384,Newcastle upon Tyne 021D,3,"Asian, Asian British or Asian Welsh: Indian",6
E01008384,Newcastle upon Tyne 021D,4,"Asian, Asian British or Asian Welsh: Pakistani",14
E01008384,Newcastle upon Tyne 021D,5,"Asian, Asian British or Asian Welsh: Other Asian",8
E01008384,Newcastle upon Tyne 021D,6,"Black, Black British, Black Welsh, Caribbean or African: African",2
E01008384,Newcastle upon Tyne 021D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008384,Newcastle upon Tyne 021D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008384,Newcastle upon Tyne 021D,9,Mixed or Multiple ethnic groups: White and Asian,5
E01008384,Newcastle upon Tyne 021D,10,Mixed or Multiple ethnic groups: White and Black African,7
E01008384,Newcastle upon Tyne 021D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008384,Newcastle upon Tyne 021D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3
E01008384,Newcastle upon Tyne 021D,13,"White: English, Welsh, Scottish, Northern Irish or British",1280
E01008384,Newcastle upon Tyne 021D,14,White: Irish,5
E01008384,Newcastle upon Tyne 021D,15,White: Gypsy or Irish Traveller,0
E01008384,Newcastle upon Tyne 021D,16,White: Roma,1
E01008384,Newcastle upon Tyne 021D,17,White: Other White,21
E01008384,Newcastle upon Tyne 021D,18,Other ethnic group: Arab,1
E01008384,Newcastle upon Tyne 021D,19,Other ethnic group: Any other ethnic group,0
E01008385,Newcastle upon Tyne 021E,-8,Does not apply,0
E01008385,Newcastle upon Tyne 021E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008385,Newcastle upon Tyne 021E,2,"Asian, Asian British or Asian Welsh: Chinese",8
E01008385,Newcastle upon Tyne 021E,3,"Asian, Asian British or Asian Welsh: Indian",14
E01008385,Newcastle upon Tyne 021E,4,"Asian, Asian British or Asian Welsh: Pakistani",15
E01008385,Newcastle upon Tyne 021E,5,"Asian, Asian British or Asian Welsh: Other Asian",18
E01008385,Newcastle upon Tyne 021E,6,"Black, Black British, Black Welsh, Caribbean or African: African",19
E01008385,Newcastle upon Tyne 021E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008385,Newcastle upon Tyne 021E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008385,Newcastle upon Tyne 021E,9,Mixed or Multiple ethnic groups: White and Asian,5
E01008385,Newcastle upon Tyne 021E,10,Mixed or Multiple ethnic groups: White and Black African,11
E01008385,Newcastle upon Tyne 021E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008385,Newcastle upon Tyne 021E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8
E01008385,Newcastle upon Tyne 021E,13,"White: English, Welsh, Scottish, Northern Irish or British",1235
E01008385,Newcastle upon Tyne 021E,14,White: Irish,6
E01008385,Newcastle upon Tyne 021E,15,White: Gypsy or Irish Traveller,0
E01008385,Newcastle upon Tyne 021E,16,White: Roma,0
E01008385,Newcastle upon Tyne 021E,17,White: Other White,21
E01008385,Newcastle upon Tyne 021E,18,Other ethnic group: Arab,7
E01008385,Newcastle upon Tyne 021E,19,Other ethnic group: Any other ethnic group,7
E01008386,Newcastle upon Tyne 021F,-8,Does not apply,0
E01008386,Newcastle upon Tyne 021F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008386,Newcastle upon Tyne 021F,2,"Asian, Asian British or Asian Welsh: Chinese",0
E01008386,Newcastle upon Tyne 021F,3,"Asian, Asian British or Asian Welsh: Indian",6
E01008386,Newcastle upon Tyne 021F,4,"Asian, Asian British or Asian Welsh: Pakistani",9
E01008386,Newcastle upon Tyne 021F,5,"Asian, Asian British or Asian Welsh: Other Asian",13
E01008386,Newcastle upon Tyne 021F,6,"Black, Black British, Black Welsh, Caribbean or African: African",15
E01008386,Newcastle upon Tyne 021F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008386,Newcastle upon Tyne 021F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008386,Newcastle upon Tyne 021F,9,Mixed or Multiple ethnic groups: White and Asian,4
E01008386,Newcastle upon Tyne 021F,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008386,Newcastle upon Tyne 021F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008386,Newcastle upon Tyne 021F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
E01008386,Newcastle upon Tyne 021F,13,"White: English, Welsh, Scottish, Northern Irish or British",1217
E01008386,Newcastle upon Tyne 021F,14,White: Irish,0
E01008386,Newcastle upon Tyne 021F,15,White: Gypsy or Irish Traveller,0
E01008386,Newcastle upon Tyne 021F,16,White: Roma,0
E01008386,Newcastle upon Tyne 021F,17,White: Other White,6
E01008386,Newcastle upon Tyne 021F,18,Other ethnic group: Arab,0
E01008386,Newcastle upon Tyne 021F,19,Other ethnic group: Any other ethnic group,10
E01008387,Newcastle upon Tyne 021G,-8,Does not apply,0
E01008387,Newcastle upon Tyne 021G,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01008387,Newcastle upon Tyne 021G,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008387,Newcastle upon Tyne 021G,3,"Asian, Asian British or Asian Welsh: Indian",7
E01008387,Newcastle upon Tyne 021G,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E01008387,Newcastle upon Tyne 021G,5,"Asian, Asian British or Asian Welsh: Other Asian",1
E01008387,Newcastle upon Tyne 021G,6,"Black, Black British, Black Welsh, Caribbean or African: African",11
E01008387,Newcastle upon Tyne 021G,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008387,Newcastle upon Tyne 021G,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008387,Newcastle upon Tyne 021G,9,Mixed or Multiple ethnic groups: White and Asian,2
E01008387,Newcastle upon Tyne 021G,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008387,Newcastle upon Tyne 021G,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008387,Newcastle upon Tyne 021G,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E01008387,Newcastle upon Tyne 021G,13,"White: English, Welsh, Scottish, Northern Irish or British",1198
E01008387,Newcastle upon Tyne 021G,14,White: Irish,6
E01008387,Newcastle upon Tyne 021G,15,White: Gypsy or Irish Traveller,3
E01008387,Newcastle upon Tyne 021G,16,White: Roma,0
E01008387,Newcastle upon Tyne 021G,17,White: Other White,21
E01008387,Newcastle upon Tyne 021G,18,Other ethnic group: Arab,2
E01008387,Newcastle upon Tyne 021G,19,Other ethnic group: Any other ethnic group,3
E01008388,Newcastle upon Tyne 028A,-8,Does not apply,0
E01008388,Newcastle upon Tyne 028A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01008388,Newcastle upon Tyne 028A,2,"Asian, Asian British or Asian Welsh: Chinese",11
E01008388,Newcastle upon Tyne 028A,3,"Asian, Asian British or Asian Welsh: Indian",11
E01008388,Newcastle upon Tyne 028A,4,"Asian, Asian British or Asian Welsh: Pakistani",14
E01008388,Newcastle upon Tyne 028A,5,"Asian, Asian British or Asian Welsh: Other Asian",64
E01008388,Newcastle upon Tyne 028A,6,"Black, Black British, Black Welsh, Caribbean or African: African",107
E01008388,Newcastle upon Tyne 028A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8
E01008388,Newcastle upon Tyne 028A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",21
E01008388,Newcastle upon Tyne 028A,9,Mixed or Multiple ethnic groups: White and Asian,11
E01008388,Newcastle upon Tyne 028A,10,Mixed or Multiple ethnic groups: White and Black African,6
E01008388,Newcastle upon Tyne 028A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,17
E01008388,Newcastle upon Tyne 028A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,15
E01008388,Newcastle upon Tyne 028A,13,"White: English, Welsh, Scottish, Northern Irish or British",1390
E01008388,Newcastle upon Tyne 028A,14,White: Irish,1
E01008388,Newcastle upon Tyne 028A,15,White: Gypsy or Irish Traveller,0
E01008388,Newcastle upon Tyne 028A,16,White: Roma,5
E01008388,Newcastle upon Tyne 028A,17,White: Other White,103
E01008388,Newcastle upon Tyne 028A,18,Other ethnic group: Arab,13
E01008388,Newcastle upon Tyne 028A,19,Other ethnic group: Any other ethnic group,12
E01008389,Newcastle upon Tyne 028B,-8,Does not apply,0
E01008389,Newcastle upon Tyne 028B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01008389,Newcastle upon Tyne 028B,2,"Asian, Asian British or Asian Welsh: Chinese",12
E01008389,Newcastle upon Tyne 028B,3,"Asian, Asian British or Asian Welsh: Indian",9
E01008389,Newcastle upon Tyne 028B,4,"Asian, Asian British or Asian Welsh: Pakistani",17
E01008389,Newcastle upon Tyne 028B,5,"Asian, Asian British or Asian Welsh: Other Asian",20
E01008389,Newcastle upon Tyne 028B,6,"Black, Black British, Black Welsh, Caribbean or African: African",70
E01008389,Newcastle upon Tyne 028B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008389,Newcastle upon Tyne 028B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",14
E01008389,Newcastle upon Tyne 028B,9,Mixed or Multiple ethnic groups: White and Asian,16
E01008389,Newcastle upon Tyne 028B,10,Mixed or Multiple ethnic groups: White and Black African,18
E01008389,Newcastle upon Tyne 028B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01008389,Newcastle upon Tyne 028B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,23
E01008389,Newcastle upon Tyne 028B,13,"White: English, Welsh, Scottish, Northern Irish or British",1377
E01008389,Newcastle upon Tyne 028B,14,White: Irish,1
E01008389,Newcastle upon Tyne 028B,15,White: Gypsy or Irish Traveller,2
E01008389,Newcastle upon Tyne 028B,16,White: Roma,1
E01008389,Newcastle upon Tyne 028B,17,White: Other White,51
E01008389,Newcastle upon Tyne 028B,18,Other ethnic group: Arab,16
E01008389,Newcastle upon Tyne 028B,19,Other ethnic group: Any other ethnic group,20
E01008390,Newcastle upon Tyne 030A,-8,Does not apply,0
E01008390,Newcastle upon Tyne 030A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E01008390,Newcastle upon Tyne 030A,2,"Asian, Asian British or Asian Welsh: Chinese",7
E01008390,Newcastle upon Tyne 030A,3,"Asian, Asian British or Asian Welsh: Indian",5
E01008390,Newcastle upon Tyne 030A,4,"Asian, Asian British or Asian Welsh: Pakistani",9
E01008390,Newcastle upon Tyne 030A,5,"Asian, Asian British or Asian Welsh: Other Asian",18
E01008390,Newcastle upon Tyne 030A,6,"Black, Black British, Black Welsh, Caribbean or African: African",105
E01008390,Newcastle upon Tyne 030A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6
E01008390,Newcastle upon Tyne 030A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01008390,Newcastle upon Tyne 030A,9,Mixed or Multiple ethnic groups: White and Asian,6
E01008390,Newcastle upon Tyne 030A,10,Mixed or Multiple ethnic groups: White and Black African,21
E01008390,Newcastle upon Tyne 030A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01008390,Newcastle upon Tyne 030A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,10
E01008390,Newcastle upon Tyne 030A,13,"White: English, Welsh, Scottish, Northern Irish or British",1459
E01008390,Newcastle upon Tyne 030A,14,White: Irish,2
E01008390,Newcastle upon Tyne 030A,15,White: Gypsy or Irish Traveller,0
E01008390,Newcastle upon Tyne 030A,16,White: Roma,5
E01008390,Newcastle upon Tyne 030A,17,White: Other White,118
E01008390,Newcastle upon Tyne 030A,18,Other ethnic group: Arab,145
E01008390,Newcastle upon Tyne 030A,19,Other ethnic group: Any other ethnic group,26
E01008391,Newcastle upon Tyne 035C,-8,Does not apply,0
E01008391,Newcastle upon Tyne 035C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01008391,Newcastle upon Tyne 035C,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008391,Newcastle upon Tyne 035C,3,"Asian, Asian British or Asian Welsh: Indian",1
E01008391,Newcastle upon Tyne 035C,4,"Asian, Asian British or Asian Welsh: Pakistani",7
E01008391,Newcastle upon Tyne 035C,5,"Asian, Asian British or Asian Welsh: Other Asian",46
E01008391,Newcastle upon Tyne 035C,6,"Black, Black British, Black Welsh, Caribbean or African: African",35
E01008391,Newcastle upon Tyne 035C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008391,Newcastle upon Tyne 035C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008391,Newcastle upon Tyne 035C,9,Mixed or Multiple ethnic groups: White and Asian,17
E01008391,Newcastle upon Tyne 035C,10,Mixed or Multiple ethnic groups: White and Black African,7
E01008391,Newcastle upon Tyne 035C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008391,Newcastle upon Tyne 035C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008391,Newcastle upon Tyne 035C,13,"White: English, Welsh, Scottish, Northern Irish or British",1436
E01008391,Newcastle upon Tyne 035C,14,White: Irish,1
E01008391,Newcastle upon Tyne 035C,15,White: Gypsy or Irish Traveller,0
E01008391,Newcastle upon Tyne 035C,16,White: Roma,1
E01008391,Newcastle upon Tyne 035C,17,White: Other White,32
E01008391,Newcastle upon Tyne 035C,18,Other ethnic group: Arab,18
E01008391,Newcastle upon Tyne 035C,19,Other ethnic group: Any other ethnic group,6
E01008392,Newcastle upon Tyne 035A,-8,Does not apply,0
E01008392,Newcastle upon Tyne 035A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01008392,Newcastle upon Tyne 035A,2,"Asian, Asian British or Asian Welsh: Chinese",24
E01008392,Newcastle upon Tyne 035A,3,"Asian, Asian British or Asian Welsh: Indian",13
E01008392,Newcastle upon Tyne 035A,4,"Asian, Asian British or Asian Welsh: Pakistani",12
E01008392,Newcastle upon Tyne 035A,5,"Asian, Asian British or Asian Welsh: Other Asian",21
E01008392,Newcastle upon Tyne 035A,6,"Black, Black British, Black Welsh, Caribbean or African: African",62
E01008392,Newcastle upon Tyne 035A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3
E01008392,Newcastle upon Tyne 035A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008392,Newcastle upon Tyne 035A,9,Mixed or Multiple ethnic groups: White and Asian,12
E01008392,Newcastle upon Tyne 035A,10,Mixed or Multiple ethnic groups: White and Black African,9
E01008392,Newcastle upon Tyne 035A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01008392,Newcastle upon Tyne 035A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
E01008392,Newcastle upon Tyne 035A,13,"White: English, Welsh, Scottish, Northern Irish or British",1450
E01008392,Newcastle upon Tyne 035A,14,White: Irish,10
E01008392,Newcastle upon Tyne 035A,15,White: Gypsy or Irish Traveller,2
E01008392,Newcastle upon Tyne 035A,16,White: Roma,2
E01008392,Newcastle upon Tyne 035A,17,White: Other White,121
E01008392,Newcastle upon Tyne 035A,18,Other ethnic group: Arab,17
E01008392,Newcastle upon Tyne 035A,19,Other ethnic group: Any other ethnic group,50
E01008396,Newcastle upon Tyne 022B,-8,Does not apply,0
E01008396,Newcastle upon Tyne 022B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",167
E01008396,Newcastle upon Tyne 022B,2,"Asian, Asian British or Asian Welsh: Chinese",39
E01008396,Newcastle upon Tyne 022B,3,"Asian, Asian British or Asian Welsh: Indian",106
E01008396,Newcastle upon Tyne 022B,4,"Asian, Asian British or Asian Welsh: Pakistani",180
E01008396,Newcastle upon Tyne 022B,5,"Asian, Asian British or Asian Welsh: Other Asian",81
E01008396,Newcastle upon Tyne 022B,6,"Black, Black British, Black Welsh, Caribbean or African: African",234
E01008396,Newcastle upon Tyne 022B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
E01008396,Newcastle upon Tyne 022B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01008396,Newcastle upon Tyne 022B,9,Mixed or Multiple ethnic groups: White and Asian,26
E01008396,Newcastle upon Tyne 022B,10,Mixed or Multiple ethnic groups: White and Black African,13
E01008396,Newcastle upon Tyne 022B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,20
E01008396,Newcastle upon Tyne 022B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,20
E01008396,Newcastle upon Tyne 022B,13,"White: English, Welsh, Scottish, Northern Irish or British",894
E01008396,Newcastle upon Tyne 022B,14,White: Irish,15
E01008396,Newcastle upon Tyne 022B,15,White: Gypsy or Irish Traveller,14
E01008396,Newcastle upon Tyne 022B,16,White: Roma,57
E01008396,Newcastle upon Tyne 022B,17,White: Other White,258
E01008396,Newcastle upon Tyne 022B,18,Other ethnic group: Arab,64
E01008396,Newcastle upon Tyne 022B,19,Other ethnic group: Any other ethnic group,135
E01008397,Newcastle upon Tyne 036B,-8,Does not apply,0
E01008397,Newcastle upon Tyne 036B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7
E01008397,Newcastle upon Tyne 036B,2,"Asian, Asian British or Asian Welsh: Chinese",622
E01008397,Newcastle upon Tyne 036B,3,"Asian, Asian British or Asian Welsh: Indian",155
E01008397,Newcastle upon Tyne 036B,4,"Asian, Asian British or Asian Welsh: Pakistani",21
E01008397,Newcastle upon Tyne 036B,5,"Asian, Asian British or Asian Welsh: Other Asian",71
E01008397,Newcastle upon Tyne 036B,6,"Black, Black British, Black Welsh, Caribbean or African: African",74
E01008397,Newcastle upon Tyne 036B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",12
E01008397,Newcastle upon Tyne 036B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008397,Newcastle upon Tyne 036B,9,Mixed or Multiple ethnic groups: White and Asian,58
E01008397,Newcastle upon Tyne 036B,10,Mixed or Multiple ethnic groups: White and Black African,11
E01008397,Newcastle upon Tyne 036B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,17
E01008397,Newcastle upon Tyne 036B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,35
E01008397,Newcastle upon Tyne 036B,13,"White: English, Welsh, Scottish, Northern Irish or British",1282
E01008397,Newcastle upon Tyne 036B,14,White: Irish,16
E01008397,Newcastle upon Tyne 036B,15,White: Gypsy or Irish Traveller,0
E01008397,Newcastle upon Tyne 036B,16,White: Roma,5
E01008397,Newcastle upon Tyne 036B,17,White: Other White,263
E01008397,Newcastle upon Tyne 036B,18,Other ethnic group: Arab,81
E01008397,Newcastle upon Tyne 036B,19,Other ethnic group: Any other ethnic group,67
E01008398,Newcastle upon Tyne 022C,-8,Does not apply,0
E01008398,Newcastle upon Tyne 022C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",174
E01008398,Newcastle upon Tyne 022C,2,"Asian, Asian British or Asian Welsh: Chinese",47
E01008398,Newcastle upon Tyne 022C,3,"Asian, Asian British or Asian Welsh: Indian",44
E01008398,Newcastle upon Tyne 022C,4,"Asian, Asian British or Asian Welsh: Pakistani",100
E01008398,Newcastle upon Tyne 022C,5,"Asian, Asian British or Asian Welsh: Other Asian",105
E01008398,Newcastle upon Tyne 022C,6,"Black, Black British, Black Welsh, Caribbean or African: African",224
E01008398,Newcastle upon Tyne 022C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
E01008398,Newcastle upon Tyne 022C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01008398,Newcastle upon Tyne 022C,9,Mixed or Multiple ethnic groups: White and Asian,21
E01008398,Newcastle upon Tyne 022C,10,Mixed or Multiple ethnic groups: White and Black African,7
E01008398,Newcastle upon Tyne 022C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,11
E01008398,Newcastle upon Tyne 022C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,29
E01008398,Newcastle upon Tyne 022C,13,"White: English, Welsh, Scottish, Northern Irish or British",678
E01008398,Newcastle upon Tyne 022C,14,White: Irish,2
E01008398,Newcastle upon Tyne 022C,15,White: Gypsy or Irish Traveller,7
E01008398,Newcastle upon Tyne 022C,16,White: Roma,11
E01008398,Newcastle upon Tyne 022C,17,White: Other White,118
E01008398,Newcastle upon Tyne 022C,18,Other ethnic group: Arab,118
E01008398,Newcastle upon Tyne 022C,19,Other ethnic group: Any other ethnic group,131
E01008399,Newcastle upon Tyne 039A,-8,Does not apply,0
E01008399,Newcastle upon Tyne 039A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",265
E01008399,Newcastle upon Tyne 039A,2,"Asian, Asian British or Asian Welsh: Chinese",65
E01008399,Newcastle upon Tyne 039A,3,"Asian, Asian British or Asian Welsh: Indian",62
E01008399,Newcastle upon Tyne 039A,4,"Asian, Asian British or Asian Welsh: Pakistani",50
E01008399,Newcastle upon Tyne 039A,5,"Asian, Asian British or Asian Welsh: Other Asian",132
E01008399,Newcastle upon Tyne 039A,6,"Black, Black British, Black Welsh, Caribbean or African: African",260
E01008399,Newcastle upon Tyne 039A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008399,Newcastle upon Tyne 039A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",23
E01008399,Newcastle upon Tyne 039A,9,Mixed or Multiple ethnic groups: White and Asian,12
