Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01008303,Newcastle upon Tyne 018A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008303,Newcastle upon Tyne 018A,13,"White: English, Welsh, Scottish, Northern Irish or British",1263
E01008303,Newcastle upon Tyne 018A,14,White: Irish,6
E01008303,Newcastle upon Tyne 018A,15,White: Gypsy or Irish Traveller,0
E01008303,Newcastle upon Tyne 018A,16,White: Roma,2
E01008303,Newcastle upon Tyne 018A,17,White: Other White,109
E01008303,Newcastle upon Tyne 018A,18,Other ethnic group: Arab,20
E01008303,Newcastle upon Tyne 018A,19,Other ethnic group: Any other ethnic group,39
E01008305,Newcastle upon Tyne 040C,-8,Does not apply,0
E01008305,Newcastle upon Tyne 040C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01008305,Newcastle upon Tyne 040C,2,"Asian, Asian British or Asian Welsh: Chinese",16
E01008305,Newcastle upon Tyne 040C,3,"Asian, Asian British or Asian Welsh: Indian",16
E01008305,Newcastle upon Tyne 040C,4,"Asian, Asian British or Asian Welsh: Pakistani",9
E01008305,Newcastle upon Tyne 040C,5,"Asian, Asian British or Asian Welsh: Other Asian",30
E01008305,Newcastle upon Tyne 040C,6,"Black, Black British, Black Welsh, Caribbean or African: African",410
E01008305,Newcastle upon Tyne 040C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008305,Newcastle upon Tyne 040C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",51
E01008305,Newcastle upon Tyne 040C,9,Mixed or Multiple ethnic groups: White and Asian,16
E01008305,Newcastle upon Tyne 040C,10,Mixed or Multiple ethnic groups: White and Black African,52
E01008305,Newcastle upon Tyne 040C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01008305,Newcastle upon Tyne 040C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,41
E01008305,Newcastle upon Tyne 040C,13,"White: English, Welsh, Scottish, Northern Irish or British",1504
E01008305,Newcastle upon Tyne 040C,14,White: Irish,2
E01008305,Newcastle upon Tyne 040C,15,White: Gypsy or Irish Traveller,5
E01008305,Newcastle upon Tyne 040C,16,White: Roma,19
E01008305,Newcastle upon Tyne 040C,17,White: Other White,178
E01008305,Newcastle upon Tyne 040C,18,Other ethnic group: Arab,26
E01008305,Newcastle upon Tyne 040C,19,Other ethnic group: Any other ethnic group,47
E01008306,Newcastle upon Tyne 032A,-8,Does not apply,0
E01008306,Newcastle upon Tyne 032A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008306,Newcastle upon Tyne 032A,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008306,Newcastle upon Tyne 032A,3,"Asian, Asian British or Asian Welsh: Indian",14
E01008306,Newcastle upon Tyne 032A,4,"Asian, Asian British or Asian Welsh: Pakistani",10
E01008306,Newcastle upon Tyne 032A,5,"Asian, Asian British or Asian Welsh: Other Asian",5
E01008306,Newcastle upon Tyne 032A,6,"Black, Black British, Black Welsh, Caribbean or African: African",2
E01008306,Newcastle upon Tyne 032A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008306,Newcastle upon Tyne 032A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008306,Newcastle upon Tyne 032A,9,Mixed or Multiple ethnic groups: White and Asian,9
E01008306,Newcastle upon Tyne 032A,10,Mixed or Multiple ethnic groups: White and Black African,4
E01008306,Newcastle upon Tyne 032A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008306,Newcastle upon Tyne 032A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
E01008306,Newcastle upon Tyne 032A,13,"White: English, Welsh, Scottish, Northern Irish or British",2245
E01008306,Newcastle upon Tyne 032A,14,White: Irish,7
E01008306,Newcastle upon Tyne 032A,15,White: Gypsy or Irish Traveller,5
E01008306,Newcastle upon Tyne 032A,16,White: Roma,0
E01008306,Newcastle upon Tyne 032A,17,White: Other White,33
E01008306,Newcastle upon Tyne 032A,18,Other ethnic group: Arab,0
E01008306,Newcastle upon Tyne 032A,19,Other ethnic group: Any other ethnic group,11
E01008307,Newcastle upon Tyne 032B,-8,Does not apply,0
E01008307,Newcastle upon Tyne 032B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008307,Newcastle upon Tyne 032B,2,"Asian, Asian British or Asian Welsh: Chinese",10
E01008307,Newcastle upon Tyne 032B,3,"Asian, Asian British or Asian Welsh: Indian",19
E01008307,Newcastle upon Tyne 032B,4,"Asian, Asian British or Asian Welsh: Pakistani",3
E01008307,Newcastle upon Tyne 032B,5,"Asian, Asian British or Asian Welsh: Other Asian",8
E01008307,Newcastle upon Tyne 032B,6,"Black, Black British, Black Welsh, Caribbean or African: African",12
E01008307,Newcastle upon Tyne 032B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008307,Newcastle upon Tyne 032B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008307,Newcastle upon Tyne 032B,9,Mixed or Multiple ethnic groups: White and Asian,3
E01008307,Newcastle upon Tyne 032B,10,Mixed or Multiple ethnic groups: White and Black African,4
E01008307,Newcastle upon Tyne 032B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01008307,Newcastle upon Tyne 032B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
E01008307,Newcastle upon Tyne 032B,13,"White: English, Welsh, Scottish, Northern Irish or British",1250
E01008307,Newcastle upon Tyne 032B,14,White: Irish,12
E01008307,Newcastle upon Tyne 032B,15,White: Gypsy or Irish Traveller,0
E01008307,Newcastle upon Tyne 032B,16,White: Roma,0
E01008307,Newcastle upon Tyne 032B,17,White: Other White,11
E01008307,Newcastle upon Tyne 032B,18,Other ethnic group: Arab,0
E01008307,Newcastle upon Tyne 032B,19,Other ethnic group: Any other ethnic group,5
E01008309,Newcastle upon Tyne 002A,-8,Does not apply,0
E01008309,Newcastle upon Tyne 002A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",16
E01008309,Newcastle upon Tyne 002A,2,"Asian, Asian British or Asian Welsh: Chinese",1
E01008309,Newcastle upon Tyne 002A,3,"Asian, Asian British or Asian Welsh: Indian",19
E01008309,Newcastle upon Tyne 002A,4,"Asian, Asian British or Asian Welsh: Pakistani",10
E01008309,Newcastle upon Tyne 002A,5,"Asian, Asian British or Asian Welsh: Other Asian",5
E01008309,Newcastle upon Tyne 002A,6,"Black, Black British, Black Welsh, Caribbean or African: African",11
E01008309,Newcastle upon Tyne 002A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008309,Newcastle upon Tyne 002A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008309,Newcastle upon Tyne 002A,9,Mixed or Multiple ethnic groups: White and Asian,15
E01008309,Newcastle upon Tyne 002A,10,Mixed or Multiple ethnic groups: White and Black African,6
E01008309,Newcastle upon Tyne 002A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01008309,Newcastle upon Tyne 002A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1
E01008309,Newcastle upon Tyne 002A,13,"White: English, Welsh, Scottish, Northern Irish or British",1624
E01008309,Newcastle upon Tyne 002A,14,White: Irish,19
E01008309,Newcastle upon Tyne 002A,15,White: Gypsy or Irish Traveller,0
E01008309,Newcastle upon Tyne 002A,16,White: Roma,1
E01008309,Newcastle upon Tyne 002A,17,White: Other White,33
E01008309,Newcastle upon Tyne 002A,18,Other ethnic group: Arab,1
E01008309,Newcastle upon Tyne 002A,19,Other ethnic group: Any other ethnic group,11
E01008311,Newcastle upon Tyne 033A,-8,Does not apply,0
E01008311,Newcastle upon Tyne 033A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",36
E01008311,Newcastle upon Tyne 033A,2,"Asian, Asian British or Asian Welsh: Chinese",52
E01008311,Newcastle upon Tyne 033A,3,"Asian, Asian British or Asian Welsh: Indian",160
E01008311,Newcastle upon Tyne 033A,4,"Asian, Asian British or Asian Welsh: Pakistani",23
E01008311,Newcastle upon Tyne 033A,5,"Asian, Asian British or Asian Welsh: Other Asian",32
E01008311,Newcastle upon Tyne 033A,6,"Black, Black British, Black Welsh, Caribbean or African: African",17
E01008311,Newcastle upon Tyne 033A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008311,Newcastle upon Tyne 033A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008311,Newcastle upon Tyne 033A,9,Mixed or Multiple ethnic groups: White and Asian,31
E01008311,Newcastle upon Tyne 033A,10,Mixed or Multiple ethnic groups: White and Black African,3
E01008311,Newcastle upon Tyne 033A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01008311,Newcastle upon Tyne 033A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8
E01008311,Newcastle upon Tyne 033A,13,"White: English, Welsh, Scottish, Northern Irish or British",1727
E01008311,Newcastle upon Tyne 033A,14,White: Irish,10
E01008311,Newcastle upon Tyne 033A,15,White: Gypsy or Irish Traveller,0
E01008311,Newcastle upon Tyne 033A,16,White: Roma,0
E01008311,Newcastle upon Tyne 033A,17,White: Other White,41
E01008311,Newcastle upon Tyne 033A,18,Other ethnic group: Arab,60
E01008311,Newcastle upon Tyne 033A,19,Other ethnic group: Any other ethnic group,14
E01008312,Newcastle upon Tyne 033B,-8,Does not apply,0
E01008312,Newcastle upon Tyne 033B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01008312,Newcastle upon Tyne 033B,2,"Asian, Asian British or Asian Welsh: Chinese",21
E01008312,Newcastle upon Tyne 033B,3,"Asian, Asian British or Asian Welsh: Indian",22
E01008312,Newcastle upon Tyne 033B,4,"Asian, Asian British or Asian Welsh: Pakistani",4
E01008312,Newcastle upon Tyne 033B,5,"Asian, Asian British or Asian Welsh: Other Asian",28
E01008312,Newcastle upon Tyne 033B,6,"Black, Black British, Black Welsh, Caribbean or African: African",27
E01008312,Newcastle upon Tyne 033B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008312,Newcastle upon Tyne 033B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008312,Newcastle upon Tyne 033B,9,Mixed or Multiple ethnic groups: White and Asian,13
E01008312,Newcastle upon Tyne 033B,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008312,Newcastle upon Tyne 033B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008312,Newcastle upon Tyne 033B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008312,Newcastle upon Tyne 033B,13,"White: English, Welsh, Scottish, Northern Irish or British",934
E01008312,Newcastle upon Tyne 033B,14,White: Irish,3
E01008312,Newcastle upon Tyne 033B,15,White: Gypsy or Irish Traveller,1
E01008312,Newcastle upon Tyne 033B,16,White: Roma,0
E01008312,Newcastle upon Tyne 033B,17,White: Other White,37
E01008312,Newcastle upon Tyne 033B,18,Other ethnic group: Arab,46
E01008312,Newcastle upon Tyne 033B,19,Other ethnic group: Any other ethnic group,13
E01008313,Newcastle upon Tyne 033C,-8,Does not apply,0
E01008313,Newcastle upon Tyne 033C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",20
E01008313,Newcastle upon Tyne 033C,2,"Asian, Asian British or Asian Welsh: Chinese",30
E01008313,Newcastle upon Tyne 033C,3,"Asian, Asian British or Asian Welsh: Indian",18
E01008313,Newcastle upon Tyne 033C,4,"Asian, Asian British or Asian Welsh: Pakistani",8
E01008313,Newcastle upon Tyne 033C,5,"Asian, Asian British or Asian Welsh: Other Asian",7
E01008313,Newcastle upon Tyne 033C,6,"Black, Black British, Black Welsh, Caribbean or African: African",8
E01008313,Newcastle upon Tyne 033C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008313,Newcastle upon Tyne 033C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01008313,Newcastle upon Tyne 033C,9,Mixed or Multiple ethnic groups: White and Asian,9
E01008313,Newcastle upon Tyne 033C,10,Mixed or Multiple ethnic groups: White and Black African,5
E01008313,Newcastle upon Tyne 033C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008313,Newcastle upon Tyne 033C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6
E01008313,Newcastle upon Tyne 033C,13,"White: English, Welsh, Scottish, Northern Irish or British",989
E01008313,Newcastle upon Tyne 033C,14,White: Irish,3
E01008313,Newcastle upon Tyne 033C,15,White: Gypsy or Irish Traveller,0
E01008313,Newcastle upon Tyne 033C,16,White: Roma,0
E01008313,Newcastle upon Tyne 033C,17,White: Other White,20
E01008313,Newcastle upon Tyne 033C,18,Other ethnic group: Arab,44
E01008313,Newcastle upon Tyne 033C,19,Other ethnic group: Any other ethnic group,15
E01008314,Newcastle upon Tyne 012A,-8,Does not apply,0
E01008314,Newcastle upon Tyne 012A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",16
E01008314,Newcastle upon Tyne 012A,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008314,Newcastle upon Tyne 012A,3,"Asian, Asian British or Asian Welsh: Indian",8
E01008314,Newcastle upon Tyne 012A,4,"Asian, Asian British or Asian Welsh: Pakistani",48
E01008314,Newcastle upon Tyne 012A,5,"Asian, Asian British or Asian Welsh: Other Asian",10
E01008314,Newcastle upon Tyne 012A,6,"Black, Black British, Black Welsh, Caribbean or African: African",9
E01008314,Newcastle upon Tyne 012A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008314,Newcastle upon Tyne 012A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008314,Newcastle upon Tyne 012A,9,Mixed or Multiple ethnic groups: White and Asian,7
E01008314,Newcastle upon Tyne 012A,10,Mixed or Multiple ethnic groups: White and Black African,16
E01008314,Newcastle upon Tyne 012A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01008314,Newcastle upon Tyne 012A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E01008314,Newcastle upon Tyne 012A,13,"White: English, Welsh, Scottish, Northern Irish or British",902
E01008314,Newcastle upon Tyne 012A,14,White: Irish,5
E01008314,Newcastle upon Tyne 012A,15,White: Gypsy or Irish Traveller,2
E01008314,Newcastle upon Tyne 012A,16,White: Roma,4
E01008314,Newcastle upon Tyne 012A,17,White: Other White,40
E01008314,Newcastle upon Tyne 012A,18,Other ethnic group: Arab,0
E01008314,Newcastle upon Tyne 012A,19,Other ethnic group: Any other ethnic group,7
E01008315,Newcastle upon Tyne 012B,-8,Does not apply,0
E01008315,Newcastle upon Tyne 012B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",20
E01008315,Newcastle upon Tyne 012B,2,"Asian, Asian British or Asian Welsh: Chinese",13
E01008315,Newcastle upon Tyne 012B,3,"Asian, Asian British or Asian Welsh: Indian",64
E01008315,Newcastle upon Tyne 012B,4,"Asian, Asian British or Asian Welsh: Pakistani",39
E01008315,Newcastle upon Tyne 012B,5,"Asian, Asian British or Asian Welsh: Other Asian",20
E01008315,Newcastle upon Tyne 012B,6,"Black, Black British, Black Welsh, Caribbean or African: African",5
E01008315,Newcastle upon Tyne 012B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008315,Newcastle upon Tyne 012B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008315,Newcastle upon Tyne 012B,9,Mixed or Multiple ethnic groups: White and Asian,8
E01008315,Newcastle upon Tyne 012B,10,Mixed or Multiple ethnic groups: White and Black African,12
E01008315,Newcastle upon Tyne 012B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008315,Newcastle upon Tyne 012B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,14
E01008315,Newcastle upon Tyne 012B,13,"White: English, Welsh, Scottish, Northern Irish or British",1174
E01008315,Newcastle upon Tyne 012B,14,White: Irish,15
E01008315,Newcastle upon Tyne 012B,15,White: Gypsy or Irish Traveller,1
E01008315,Newcastle upon Tyne 012B,16,White: Roma,1
E01008315,Newcastle upon Tyne 012B,17,White: Other White,75
E01008315,Newcastle upon Tyne 012B,18,Other ethnic group: Arab,17
E01008315,Newcastle upon Tyne 012B,19,Other ethnic group: Any other ethnic group,20
E01008316,Newcastle upon Tyne 012C,-8,Does not apply,0
E01008316,Newcastle upon Tyne 012C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E01008316,Newcastle upon Tyne 012C,2,"Asian, Asian British or Asian Welsh: Chinese",17
E01008316,Newcastle upon Tyne 012C,3,"Asian, Asian British or Asian Welsh: Indian",28
E01008316,Newcastle upon Tyne 012C,4,"Asian, Asian British or Asian Welsh: Pakistani",53
E01008316,Newcastle upon Tyne 012C,5,"Asian, Asian British or Asian Welsh: Other Asian",6
E01008316,Newcastle upon Tyne 012C,6,"Black, Black British, Black Welsh, Caribbean or African: African",21
E01008316,Newcastle upon Tyne 012C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E01008316,Newcastle upon Tyne 012C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01008316,Newcastle upon Tyne 012C,9,Mixed or Multiple ethnic groups: White and Asian,23
E01008316,Newcastle upon Tyne 012C,10,Mixed or Multiple ethnic groups: White and Black African,3
E01008316,Newcastle upon Tyne 012C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008316,Newcastle upon Tyne 012C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
E01008316,Newcastle upon Tyne 012C,13,"White: English, Welsh, Scottish, Northern Irish or British",1246
E01008316,Newcastle upon Tyne 012C,14,White: Irish,13
E01008316,Newcastle upon Tyne 012C,15,White: Gypsy or Irish Traveller,0
E01008316,Newcastle upon Tyne 012C,16,White: Roma,0
E01008316,Newcastle upon Tyne 012C,17,White: Other White,51
E01008316,Newcastle upon Tyne 012C,18,Other ethnic group: Arab,0
E01008316,Newcastle upon Tyne 012C,19,Other ethnic group: Any other ethnic group,9
E01008317,Newcastle upon Tyne 007A,-8,Does not apply,0
E01008317,Newcastle upon Tyne 007A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E01008317,Newcastle upon Tyne 007A,2,"Asian, Asian British or Asian Welsh: Chinese",8
E01008317,Newcastle upon Tyne 007A,3,"Asian, Asian British or Asian Welsh: Indian",42
E01008317,Newcastle upon Tyne 007A,4,"Asian, Asian British or Asian Welsh: Pakistani",80
